0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,197
198,198
199,199
200,200
201,201
202,202
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
228,228
229,229
230,230
231,231
232,232
233,233
234,234
235,235
236,236
237,237
238,238
239,239
240,240
241,241
242,242
243,243
244,244
245,245
246,246
247,247
248,248
249,249
250,250
251,251
252,252
253,253
254,254
255,255
256,256
257,257
258,258
259,259
260,260
261,261
262,262
263,263
264,264
265,265
266,266
267,267
268,268
269,269
270,270
271,271
272,272
273,273
274,274
275,275
276,276
277,277
278,278
279,279
280,280
281,281
282,282
283,283
284,284
285,285
286,286
287,287
288,288
289,289
290,290
291,291
292,292
293,293
294,294
295,295
296,296
297,297
298,298
299,299
300,300
301,301
302,302
303,303
304,304
305,305
306,306
307,307
308,308
309,309
310,310
311,311
312,312
313,313
314,314
315,315
316,316
317,317
318,318
319,319
320,320
321,321
322,322
323,323
324,324
325,325
326,326
327,327
328,328
329,329
330,330
331,331
332,332
333,333
334,334
335,335
336,336
337,337
338,338
339,339
340,340
341,341
342,342
343,343
344,344
345,345
346,346
347,347
348,348
349,349
350,350
351,351
352,352
353,353
354,354
355,355
356,356
357,357
358,358
359,359
360,360
361,361
362,362
363,363
364,364
365,365
366,366
367,367
368,368
369,369
370,370
371,371
372,372
373,373
374,374
375,375
376,376
377,377
378,378
379,379
380,380
381,381
382,382
383,383
384,384
385,385
386,386
387,387
388,388
389,389
390,390
391,391
392,392
393,393
394,394
395,395
396,396
397,397
398,398
399,399
400,400
401,401
402,402
403,403
404,404
405,405
406,406
407,407
408,408
409,409
410,410
411,411
412,412
413,413
414,414
415,415
416,416
417,417
418,418
419,419
420,420
421,421
422,422
423,423
424,424
425,425
426,426
427,427
428,428
429,429
430,430
431,431
432,432
433,433
434,434
435,435
436,436
437,437
438,438
439,439
440,440
441,441
442,442
443,443
444,444
445,445
446,446
447,447
448,448
449,449
450,450
451,451
452,452
453,453
454,454
455,455
456,456
457,457
458,458
459,459
460,460
461,461
462,462
463,463
464,464
465,465
466,466
467,467
468,468
469,469
470,470
471,471
472,472
473,473
474,474
475,475
476,476
477,477
478,478
479,479
480,480
481,481
482,482
483,483
484,484
485,485
486,486
487,487
488,488
489,489
490,490
491,491
492,492
493,493
494,494
495,495
496,496
497,497
498,498
499,499
500,500
501,501
502,502
503,503
504,504
505,505
506,506
507,507
508,508
509,509
510,510
511,511
512,512
513,513
514,514
515,515
516,516
517,517
518,518
519,519
520,520
521,521
522,522
523,523
524,524
525,525
526,526
527,527
528,528
529,529
530,530
531,531
532,532
533,533
534,534
535,535
536,536
537,537
538,538
539,539
540,540
541,541
542,542
543,543
544,544
545,545
546,546
547,547
548,548
549,549
550,550
551,551
552,552
553,553
554,554
555,555
556,556
557,557
558,558
559,559
560,560
561,561
562,562
563,563
564,564
565,565
565,566
565,567
565,568
565,569
565,570
565,571
565,572
565,573
565,574
565,575
565,576
565,577
565,578
565,579
565,580
565,581
565,582
565,583
565,584
565,585
565,586
565,587
565,588
565,589
565,590
565,591
565,592
565,593
565,594
565,595
565,596
565,597
565,598
565,599
565,600
565,601
565,602
565,603
565,604
565,605
565,606
565,607
565,608
565,609
565,610
565,611
565,612
565,613
565,614
565,615
565,616
565,617
565,618
565,619
565,620
565,621
565,622
565,623
565,624
565,625
565,626
565,627
565,628
565,629
565,630
565,631
565,632
565,633
565,634
565,635
565,636
565,637
565,638
565,639
565,640
565,641
565,642
565,643
565,644
565,645
565,646
565,647
565,648
565,649
565,650
565,651
565,652
565,653
565,654
565,655
565,656
565,657
565,658
565,659
565,660
565,661
565,662
565,663
565,664
565,665
565,666
565,667
565,668
565,669
565,670
565,671
565,672
565,673
565,674
565,675
565,676
565,677
565,678
565,679
565,680
565,681
565,682
565,683
565,684
565,685
565,686
565,687
565,688
565,689
565,690
565,691
565,692
565,693
565,694
565,695
565,696
565,697
565,698
565,699
565,700
565,701
565,702
565,703
565,704
565,705
565,706
565,707
565,708
565,709
565,710
565,711
565,712
565,713
565,714
565,715
565,716
565,717
565,718
565,719
565,720
565,721
565,722
565,723
565,724
565,725
565,726
565,727
565,728
565,729
565,730
565,731
565,732
565,733
565,734
565,735
565,736
565,737
565,738
565,739
565,740
565,741
565,742
565,743
565,744
565,745
565,746
565,747
565,748
565,749
565,750
565,751
565,752
565,753
565,754
565,755
565,756
565,757
565,758
565,759
565,760
565,761
565,762
565,763
565,764
565,765
565,766
565,767
565,768
565,769
565,770
565,771
565,772
565,773
565,774
565,775
565,776
565,777
565,778
565,779
565,780
565,781
565,782
565,783
565,784
565,785
565,786
565,787
565,788
565,789
565,790
565,791
565,792
565,793
565,794
565,795
565,796
565,797
565,798
565,799
565,800
565,801
565,802
565,803
565,804
565,805
565,806
565,807
565,808
565,809
565,810
565,811
565,812
565,813
565,814
565,815
565,816
565,817
565,818
565,819
565,820
565,821
565,822
565,823
565,824
565,825
565,826
565,827
565,828
565,829
565,830
565,831
565,832
565,833
565,834
565,835
565,836
565,837
565,838
565,839
565,840
565,841
565,842
565,843
565,844
565,845
565,846
565,847
565,848
565,849
565,850
565,851
565,852
565,853
565,854
565,855
565,856
565,857
565,858
565,859
565,860
565,861
565,862
565,863
565,864
565,865
565,866
565,867
565,868
565,869
565,870
565,871
565,872
565,873
565,874
565,875
565,876
565,877
565,878
565,879
565,880
565,881
565,882
565,883
565,884
565,885
565,886
565,887
565,888
565,889
565,890
565,891
565,892
565,893
565,894
565,895
565,896
565,897
565,898
565,899
565,900
565,901
565,902
565,903
565,904
565,905
565,906
565,907
565,908
565,909
565,910
565,911
565,912
565,913
565,914
565,915
565,916
565,917
565,918
565,919
565,920
565,921
565,922
565,923
565,924
565,925
565,926
565,927
565,928
565,929
565,930
565,931
565,932
565,933
565,934
565,935
565,936
565,937
565,938
565,939
565,940
565,941
565,942
565,943
565,944
565,945
565,946
565,947
565,948
565,949
565,950
565,951
565,952
565,953
565,954
565,955
565,956
565,957
565,958
565,959
565,960
565,961
565,962
565,963
565,964
565,965
565,966
565,967
565,968
565,969
565,970
565,971
565,972
565,973
565,974
565,975
565,976
565,977
565,978
565,979
565,980
565,981
565,982
565,983
565,984
565,985
565,986
565,987
565,988
565,989
565,990
565,991
565,992
565,993
565,994
565,995
565,996
565,997
565,998
565,999
565,1000
565,1001
565,1002
565,1003
565,1004
565,1005
565,1006
565,1007
565,1008
565,1009
565,1010
565,1011
565,1012
565,1013
565,1014
565,1015
565,1016
565,1017
565,1018
565,1019
565,1020
565,1021
565,1022
565,1023
565,1024
565,1025
565,1026
565,1027
565,1028
565,1029
565,1030
565,1031
565,1032
565,1033
565,1034
565,1035
565,1036
565,1037
565,1038
565,1039
565,1040
565,1041
565,1042
565,1043
565,1044
565,1045
565,1046
565,1047
565,1048
565,1049
565,1050
565,1051
565,1052
565,1053
565,1054
565,1055
565,1056
565,1057
565,1058
565,1059
565,1060
565,1061
